delta,transformedValue,naturalValue,delta2,transformedValue2,naturalValue2,delta3,transformedValue3,naturalValue3,loss
-0.5,-0.22833744,-0.22833744,-0.11750001,0.17375359,0.17375359,0.75,0.24370998,1.2759743,9.104083
-0.5,-0.22833744,-0.22833744,-0.11750001,0.17375359,0.17375359,1.0,0.49370998,1.6383834,10.600015
-0.5,-0.22833744,-0.22833744,-0.1028125,0.1884411,0.1884411,-1.0,-1.50629,0.22173108,2.3513455
-0.5,-0.22833744,-0.22833744,-0.1028125,0.1884411,0.1884411,-0.75,-1.25629,0.28470835,2.8926685
-0.5,-0.22833744,-0.22833744,-0.1028125,0.1884411,0.1884411,-0.5,-1.00629,0.36557275,3.5691304
-0.5,-0.22833744,-0.22833744,-0.1028125,0.1884411,0.1884411,-0.25,-0.75629,0.4694047,4.434772
-0.5,-0.22833744,-0.22833744,-0.1028125,0.1884411,0.1884411,0.0,-0.50629,0.60272753,5.463573
-0.5,-0.22833744,-0.22833744,-0.1028125,0.1884411,0.1884411,0.25,-0.25629002,0.7739175,6.606638
-0.5,-0.22833744,-0.22833744,-0.1028125,0.1884411,0.1884411,0.5,-0.0062900186,0.9937297,7.8639708
-0.5,-0.22833744,-0.22833744,-0.1028125,0.1884411,0.1884411,0.75,0.24370998,1.2759743,9.241977
-0.5,-0.22833744,-0.22833744,-0.1028125,0.1884411,0.1884411,1.0,0.49370998,1.6383834,10.751216
-0.5,-0.22833744,-0.22833744,-0.08812499,0.2031286,0.2031286,-1.0,-1.50629,0.22173108,2.4767976
-0.5,-0.22833744,-0.22833744,-0.08812499,0.2031286,0.2031286,-0.75,-1.25629,0.28470835,3.030717
-0.5,-0.22833744,-0.22833744,-0.08812499,0.2031286,0.2031286,-0.5,-1.00629,0.36557275,3.706224
-0.5,-0.22833744,-0.22833744,-0.08812499,0.2031286,0.2031286,-0.25,-0.75629,0.4694047,4.564523
-0.5,-0.22833744,-0.22833744,-0.08812499,0.2031286,0.2031286,0.0,-0.50629,0.60272753,5.583954
-0.5,-0.22833744,-0.22833744,-0.08812499,0.2031286,0.2031286,0.25,-0.25629002,0.7739175,6.7195425
-0.5,-0.22833744,-0.22833744,-0.08812499,0.2031286,0.2031286,0.5,-0.0062900186,0.9937297,7.97383
-0.5,-0.22833744,-0.22833744,-0.08812499,0.2031286,0.2031286,0.75,0.24370998,1.2759743,9.350911
-0.5,-0.22833744,-0.22833744,-0.08812499,0.2031286,0.2031286,1.0,0.49370998,1.6383834,10.861484
-0.5,-0.22833744,-0.22833744,-0.07343751,0.21781608,0.21781608,-1.0,-1.50629,0.22173108,2.5873024
-0.5,-0.22833744,-0.22833744,-0.07343751,0.21781608,0.21781608,-0.75,-1.25629,0.28470835,3.1466632
-0.5,-0.22833744,-0.22833744,-0.07343751,0.21781608,0.21781608,-0.5,-1.00629,0.36557275,3.8271213
-0.5,-0.22833744,-0.22833744,-0.07343751,0.21781608,0.21781608,-0.25,-0.75629,0.4694047,4.6915545
-0.5,-0.22833744,-0.22833744,-0.07343751,0.21781608,0.21781608,0.0,-0.50629,0.60272753,5.712433
-0.5,-0.22833744,-0.22833744,-0.07343751,0.21781608,0.21781608,0.25,-0.25629002,0.7739175,6.8503447
-0.5,-0.22833744,-0.22833744,-0.07343751,0.21781608,0.21781608,0.5,-0.0062900186,0.9937297,8.108739
-0.5,-0.22833744,-0.22833744,-0.07343751,0.21781608,0.21781608,0.75,0.24370998,1.2759743,9.493337
-0.5,-0.22833744,-0.22833744,-0.07343751,0.21781608,0.21781608,1.0,0.49370998,1.6383834,11.012555
-0.5,-0.22833744,-0.22833744,-0.058750004,0.2325036,0.2325036,-1.0,-1.50629,0.22173108,2.68083
-0.5,-0.22833744,-0.22833744,-0.058750004,0.2325036,0.2325036,-0.75,-1.25629,0.28470835,3.2480662
-0.5,-0.22833744,-0.22833744,-0.058750004,0.2325036,0.2325036,-0.5,-1.00629,0.36557275,3.9289484
-0.5,-0.22833744,-0.22833744,-0.058750004,0.2325036,0.2325036,-0.25,-0.75629,0.4694047,4.792841
-0.5,-0.22833744,-0.22833744,-0.058750004,0.2325036,0.2325036,0.0,-0.50629,0.60272753,5.810097
-0.5,-0.22833744,-0.22833744,-0.058750004,0.2325036,0.2325036,0.25,-0.25629002,0.7739175,6.9405146
-0.5,-0.22833744,-0.22833744,-0.058750004,0.2325036,0.2325036,0.5,-0.0062900186,0.9937297,8.189937
-0.5,-0.22833744,-0.22833744,-0.058750004,0.2325036,0.2325036,0.75,0.24370998,1.2759743,9.567343
-0.5,-0.22833744,-0.22833744,-0.058750004,0.2325036,0.2325036,1.0,0.49370998,1.6383834,11.082023
-0.5,-0.22833744,-0.22833744,-0.044062495,0.2471911,0.2471911,-1.0,-1.50629,0.22173108,2.8172257
-0.5,-0.22833744,-0.22833744,-0.044062495,0.2471911,0.2471911,-0.75,-1.25629,0.28470835,3.3713787
-0.5,-0.22833744,-0.22833744,-0.044062495,0.2471911,0.2471911,-0.5,-1.00629,0.36557275,4.049519
-0.5,-0.22833744,-0.22833744,-0.044062495,0.2471911,0.2471911,-0.25,-0.75629,0.4694047,4.9148846
-0.5,-0.22833744,-0.22833744,-0.044062495,0.2471911,0.2471911,0.0,-0.50629,0.60272753,5.9299107
-0.5,-0.22833744,-0.22833744,-0.044062495,0.2471911,0.2471911,0.25,-0.25629002,0.7739175,7.060511
-0.5,-0.22833744,-0.22833744,-0.044062495,0.2471911,0.2471911,0.5,-0.0062900186,0.9937297,8.314935
-0.5,-0.22833744,-0.22833744,-0.044062495,0.2471911,0.2471911,0.75,0.24370998,1.2759743,9.701166
-0.5,-0.22833744,-0.22833744,-0.044062495,0.2471911,0.2471911,1.0,0.49370998,1.6383834,11.231322
-0.5,-0.22833744,-0.22833744,-0.029374987,0.2618786,0.2618786,-1.0,-1.50629,0.22173108,2.9773726
-0.5,-0.22833744,-0.22833744,-0.029374987,0.2618786,0.2618786,-0.75,-1.25629,0.28470835,3.4748886
-0.5,-0.22833744,-0.22833744,-0.029374987,0.2618786,0.2618786,-0.5,-1.00629,0.36557275,4.0739193
-0.5,-0.22833744,-0.22833744,-0.029374987,0.2618786,0.2618786,-0.25,-0.75629,0.4694047,4.8515306
-0.5,-0.22833744,-0.22833744,-0.029374987,0.2618786,0.2618786,0.0,-0.50629,0.60272753,5.7766185
-0.5,-0.22833744,-0.22833744,-0.029374987,0.2618786,0.2618786,0.25,-0.25629002,0.7739175,6.819804
-0.5,-0.22833744,-0.22833744,-0.029374987,0.2618786,0.2618786,0.5,-0.0062900186,0.9937297,7.994315
-0.5,-0.22833744,-0.22833744,-0.029374987,0.2618786,0.2618786,0.75,0.24370998,1.2759743,9.312535
-0.5,-0.22833744,-0.22833744,-0.029374987,0.2618786,0.2618786,1.0,0.49370998,1.6383834,10.789102
-0.5,-0.22833744,-0.22833744,-0.014687508,0.2765661,0.2765661,-1.0,-1.50629,0.22173108,2.9227722
-0.5,-0.22833744,-0.22833744,-0.014687508,0.2765661,0.2765661,-0.75,-1.25629,0.28470835,3.4872096
-0.5,-0.22833744,-0.22833744,-0.014687508,0.2765661,0.2765661,-0.5,-1.00629,0.36557275,4.1724
-0.5,-0.22833744,-0.22833744,-0.014687508,0.2765661,0.2765661,-0.25,-0.75629,0.4694047,5.0533285
-0.5,-0.22833744,-0.22833744,-0.014687508,0.2765661,0.2765661,0.0,-0.50629,0.60272753,6.0843725
-0.5,-0.22833744,-0.22833744,-0.014687508,0.2765661,0.2765661,0.25,-0.25629002,0.7739175,7.23323
-0.5,-0.22833744,-0.22833744,-0.014687508,0.2765661,0.2765661,0.5,-0.0062900186,0.9937297,8.510319
-0.5,-0.22833744,-0.22833744,-0.014687508,0.2765661,0.2765661,0.75,0.24370998,1.2759743,9.930344
-0.5,-0.22833744,-0.22833744,-0.014687508,0.2765661,0.2765661,1.0,0.49370998,1.6383834,11.497635
-0.5,-0.22833744,-0.22833744,0.0,0.2912536,0.2912536,-1.0,-1.50629,0.22173108,2.962659
-0.5,-0.22833744,-0.22833744,0.0,0.2912536,0.2912536,-0.75,-1.25629,0.28470835,3.5858545
-0.5,-0.22833744,-0.22833744,0.0,0.2912536,0.2912536,-0.5,-1.00629,0.36557275,4.3177123
-0.5,-0.22833744,-0.22833744,0.0,0.2912536,0.2912536,-0.25,-0.75629,0.4694047,5.2383757
-0.5,-0.22833744,-0.22833744,0.0,0.2912536,0.2912536,0.0,-0.50629,0.60272753,6.310537
-0.5,-0.22833744,-0.22833744,0.0,0.2912536,0.2912536,0.25,-0.25629002,0.7739175,7.5014815
-0.5,-0.22833744,-0.22833744,0.0,0.2912536,0.2912536,0.5,-0.0062900186,0.9937297,8.819088
-0.5,-0.22833744,-0.22833744,0.0,0.2912536,0.2912536,0.75,0.24370998,1.2759743,10.264207
-0.5,-0.22833744,-0.22833744,0.0,0.2912536,0.2912536,1.0,0.49370998,1.6383834,11.844874
-0.5,-0.22833744,-0.22833744,0.014687508,0.3059411,0.3059411,-1.0,-1.50629,0.22173108,3.0340161
-0.5,-0.22833744,-0.22833744,0.014687508,0.3059411,0.3059411,-0.75,-1.25629,0.28470835,3.6713781
-0.5,-0.22833744,-0.22833744,0.014687508,0.3059411,0.3059411,-0.5,-1.00629,0.36557275,4.421356
-0.5,-0.22833744,-0.22833744,0.014687508,0.3059411,0.3059411,-0.25,-0.75629,0.4694047,5.3640747
-0.5,-0.22833744,-0.22833744,0.014687508,0.3059411,0.3059411,0.0,-0.50629,0.60272753,6.456974
-0.5,-0.22833744,-0.22833744,0.014687508,0.3059411,0.3059411,0.25,-0.25629002,0.7739175,7.6675315
-0.5,-0.22833744,-0.22833744,0.014687508,0.3059411,0.3059411,0.5,-0.0062900186,0.9937297,8.994826
-0.5,-0.22833744,-0.22833744,0.014687508,0.3059411,0.3059411,0.75,0.24370998,1.2759743,10.444351
-0.5,-0.22833744,-0.22833744,0.014687508,0.3059411,0.3059411,1.0,0.49370998,1.6383834,12.026483
-0.5,-0.22833744,-0.22833744,0.029374987,0.32062858,0.32062858,-1.0,-1.50629,0.22173108,3.0712578
-0.5,-0.22833744,-0.22833744,0.029374987,0.32062858,0.32062858,-0.75,-1.25629,0.28470835,3.7207663
-0.5,-0.22833744,-0.22833744,0.029374987,0.32062858,0.32062858,-0.5,-1.00629,0.36557275,4.481052
-0.5,-0.22833744,-0.22833744,0.029374987,0.32062858,0.32062858,-0.25,-0.75629,0.4694047,5.4340663
-0.5,-0.22833744,-0.22833744,0.029374987,0.32062858,0.32062858,0.0,-0.50629,0.60272753,6.5352006
-0.5,-0.22833744,-0.22833744,0.029374987,0.32062858,0.32062858,0.25,-0.25629002,0.7739175,7.7488856
-0.5,-0.22833744,-0.22833744,0.029374987,0.32062858,0.32062858,0.5,-0.0062900186,0.9937297,9.07699
-0.5,-0.22833744,-0.22833744,0.029374987,0.32062858,0.32062858,0.75,0.24370998,1.2759743,10.526275
-0.5,-0.22833744,-0.22833744,0.029374987,0.32062858,0.32062858,1.0,0.49370998,1.6383834,12.108063
-0.5,-0.22833744,-0.22833744,0.044062525,0.33531612,0.33531612,-1.0,-1.50629,0.22173108,3.133865
-0.5,-0.22833744,-0.22833744,0.044062525,0.33531612,0.33531612,-0.75,-1.25629,0.28470835,3.7986329
-0.5,-0.22833744,-0.22833744,0.044062525,0.33531612,0.33531612,-0.5,-1.00629,0.36557275,4.578292
-0.5,-0.22833744,-0.22833744,0.044062525,0.33531612,0.33531612,-0.25,-0.75629,0.4694047,5.5566726
-0.5,-0.22833744,-0.22833744,0.044062525,0.33531612,0.33531612,0.0,-0.50629,0.60272753,6.680072
-0.5,-0.22833744,-0.22833744,0.044062525,0.33531612,0.33531612,0.25,-0.25629002,0.7739175,7.914131
-0.5,-0.22833744,-0.22833744,0.044062525,0.33531612,0.33531612,0.5,-0.0062900186,0.9937297,9.261594
-0.5,-0.22833744,-0.22833744,0.044062525,0.33531612,0.33531612,0.75,0.24370998,1.2759743,10.730055
-0.5,-0.22833744,-0.22833744,0.044062525,0.33531612,0.33531612,1.0,0.49370998,1.6383834,12.331061
-0.5,-0.22833744,-0.22833744,0.058750004,0.3500036,0.3500036,-1.0,-1.50629,0.22173108,3.188371
-0.5,-0.22833744,-0.22833744,0.058750004,0.3500036,0.3500036,-0.75,-1.25629,0.28470835,3.8625453
-0.5,-0.22833744,-0.22833744,0.058750004,0.3500036,0.3500036,-0.5,-1.00629,0.36557275,4.6491346
-0.5,-0.22833744,-0.22833744,0.058750004,0.3500036,0.3500036,-0.25,-0.75629,0.4694047,5.6320004
-0.5,-0.22833744,-0.22833744,0.058750004,0.3500036,0.3500036,0.0,-0.50629,0.60272753,6.7568364
-0.5,-0.22833744,-0.22833744,0.058750004,0.3500036,0.3500036,0.25,-0.25629002,0.7739175,7.992296
-0.5,-0.22833744,-0.22833744,0.058750004,0.3500036,0.3500036,0.5,-0.0062900186,0.9937297,9.341461
-0.5,-0.22833744,-0.22833744,0.058750004,0.3500036,0.3500036,0.75,0.24370998,1.2759743,10.811923
-0.5,-0.22833744,-0.22833744,0.058750004,0.3500036,0.3500036,1.0,0.49370998,1.6383834,12.415017
-0.5,-0.22833744,-0.22833744,0.07343748,0.36469108,0.36469108,-1.0,-1.50629,0.22173108,3.2491
-0.5,-0.22833744,-0.22833744,0.07343748,0.36469108,0.36469108,-0.75,-1.25629,0.28470835,3.9337392
-0.5,-0.22833744,-0.22833744,0.07343748,0.36469108,0.36469108,-0.5,-1.00629,0.36557275,4.731656
-0.5,-0.22833744,-0.22833744,0.07343748,0.36469108,0.36469108,-0.25,-0.75629,0.4694047,5.7274804
-0.5,-0.22833744,-0.22833744,0.07343748,0.36469108,0.36469108,0.0,-0.50629,0.60272753,6.8655505
-0.5,-0.22833744,-0.22833744,0.07343748,0.36469108,0.36469108,0.25,-0.25629002,0.7739175,8.11557
-0.5,-0.22833744,-0.22833744,0.07343748,0.36469108,0.36469108,0.5,-0.0062900186,0.9937297,9.479613
-0.5,-0.22833744,-0.22833744,0.07343748,0.36469108,0.36469108,0.75,0.24370998,1.2759743,10.964393
-0.5,-0.22833744,-0.22833744,0.07343748,0.36469108,0.36469108,1.0,0.49370998,1.6383834,12.58205
-0.5,-0.22833744,-0.22833744,0.08812502,0.37937862,0.37937862,-1.0,-1.50629,0.22173108,3.2425945
-0.5,-0.22833744,-0.22833744,0.08812502,0.37937862,0.37937862,-0.75,-1.25629,0.28470835,3.9285762
-0.5,-0.22833744,-0.22833744,0.08812502,0.37937862,0.37937862,-0.5,-1.00629,0.36557275,4.727533
-0.5,-0.22833744,-0.22833744,0.08812502,0.37937862,0.37937862,-0.25,-0.75629,0.4694047,5.7233214
-0.5,-0.22833744,-0.22833744,0.08812502,0.37937862,0.37937862,0.0,-0.50629,0.60272753,6.8588276
-0.5,-0.22833744,-0.22833744,0.08812502,0.37937862,0.37937862,0.25,-0.25629002,0.7739175,8.10474
-0.5,-0.22833744,-0.22833744,0.08812502,0.37937862,0.37937862,0.5,-0.0062900186,0.9937297,9.462927
-0.5,-0.22833744,-0.22833744,0.08812502,0.37937862,0.37937862,0.75,0.24370998,1.2759743,10.940891
-0.5,-0.22833744,-0.22833744,0.08812502,0.37937862,0.37937862,1.0,0.49370998,1.6383834,12.551148
-0.5,-0.22833744,-0.22833744,0.1028125,0.3940661,0.3940661,-1.0,-1.50629,0.22173108,3.2179663
-0.5,-0.22833744,-0.22833744,0.1028125,0.3940661,0.3940661,-0.75,-1.25629,0.28470835,3.9185047
-0.5,-0.22833744,-0.22833744,0.1028125,0.3940661,0.3940661,-0.5,-1.00629,0.36557275,4.734031
-0.5,-0.22833744,-0.22833744,0.1028125,0.3940661,0.3940661,-0.25,-0.75629,0.4694047,5.7457385
-0.5,-0.22833744,-0.22833744,0.1028125,0.3940661,0.3940661,0.0,-0.50629,0.60272753,6.893735
-0.5,-0.22833744,-0.22833744,0.1028125,0.3940661,0.3940661,0.25,-0.25629002,0.7739175,8.149185
-0.5,-0.22833744,-0.22833744,0.1028125,0.3940661,0.3940661,0.5,-0.0062900186,0.9937297,9.515192
-0.5,-0.22833744,-0.22833744,0.1028125,0.3940661,0.3940661,0.75,0.24370998,1.2759743,11.000383
-0.5,-0.22833744,-0.22833744,0.1028125,0.3940661,0.3940661,1.0,0.49370998,1.6383834,12.618002
-0.5,-0.22833744,-0.22833744,0.11749998,0.40875357,0.40875357,-1.0,-1.50629,0.22173108,3.22584
-0.5,-0.22833744,-0.22833744,0.11749998,0.40875357,0.40875357,-0.75,-1.25629,0.28470835,3.938097
-0.5,-0.22833744,-0.22833744,0.11749998,0.40875357,0.40875357,-0.5,-1.00629,0.36557275,4.764274
-0.5,-0.22833744,-0.22833744,0.11749998,0.40875357,0.40875357,-0.25,-0.75629,0.4694047,5.7846007
-0.5,-0.22833744,-0.22833744,0.11749998,0.40875357,0.40875357,0.0,-0.50629,0.60272753,6.9393487
-0.5,-0.22833744,-0.22833744,0.11749998,0.40875357,0.40875357,0.25,-0.25629002,0.7739175,8.200492
-0.5,-0.22833744,-0.22833744,0.11749998,0.40875357,0.40875357,0.5,-0.0062900186,0.9937297,9.57138
-0.5,-0.22833744,-0.22833744,0.11749998,0.40875357,0.40875357,0.75,0.24370998,1.2759743,11.060898
-0.5,-0.22833744,-0.22833744,0.11749998,0.40875357,0.40875357,1.0,0.49370998,1.6383834,12.682678
-0.5,-0.22833744,-0.22833744,0.13218752,0.4234411,0.4234411,-1.0,-1.50629,0.22173108,3.2589564
-0.5,-0.22833744,-0.22833744,0.13218752,0.4234411,0.4234411,-0.75,-1.25629,0.28470835,3.9537175
-0.5,-0.22833744,-0.22833744,0.13218752,0.4234411,0.4234411,-0.5,-1.00629,0.36557275,4.7606583
-0.5,-0.22833744,-0.22833744,0.13218752,0.4234411,0.4234411,-0.25,-0.75629,0.4694047,5.76162
-0.5,-0.22833744,-0.22833744,0.13218752,0.4234411,0.4234411,0.0,-0.50629,0.60272753,6.897437
-0.5,-0.22833744,-0.22833744,0.13218752,0.4234411,0.4234411,0.25,-0.25629002,0.7739175,8.1412115
-0.5,-0.22833744,-0.22833744,0.13218752,0.4234411,0.4234411,0.5,-0.0062900186,0.9937297,9.496098
-0.5,-0.22833744,-0.22833744,0.13218752,0.4234411,0.4234411,0.75,0.24370998,1.2759743,10.970694
-0.5,-0.22833744,-0.22833744,0.13218752,0.4234411,0.4234411,1.0,0.49370998,1.6383834,12.5781355
-0.5,-0.22833744,-0.22833744,0.146875,0.4381286,0.4381286,-1.0,-1.50629,0.22173108,3.3298206
-0.5,-0.22833744,-0.22833744,0.146875,0.4381286,0.4381286,-0.75,-1.25629,0.28470835,4.0351825
-0.5,-0.22833744,-0.22833744,0.146875,0.4381286,0.4381286,-0.5,-1.00629,0.36557275,4.8511214
-0.5,-0.22833744,-0.22833744,0.146875,0.4381286,0.4381286,-0.25,-0.75629,0.4694047,5.861954
-0.5,-0.22833744,-0.22833744,0.146875,0.4381286,0.4381286,0.0,-0.50629,0.60272753,7.0090613
-0.5,-0.22833744,-0.22833744,0.146875,0.4381286,0.4381286,0.25,-0.25629002,0.7739175,8.265973
-0.5,-0.22833744,-0.22833744,0.146875,0.4381286,0.4381286,0.5,-0.0062900186,0.9937297,9.635753
-0.5,-0.22833744,-0.22833744,0.146875,0.4381286,0.4381286,0.75,0.24370998,1.2759743,11.126772
-0.5,-0.22833744,-0.22833744,0.146875,0.4381286,0.4381286,1.0,0.49370998,1.6383834,12.751755
-0.5,-0.22833744,-0.22833744,0.16156247,0.45281607,0.45281607,-1.0,-1.50629,0.22173108,3.3123257
-0.5,-0.22833744,-0.22833744,0.16156247,0.45281607,0.45281607,-0.75,-1.25629,0.28470835,4.013956
-0.5,-0.22833744,-0.22833744,0.16156247,0.45281607,0.45281607,-0.5,-1.00629,0.36557275,4.8273377
-0.5,-0.22833744,-0.22833744,0.16156247,0.45281607,0.45281607,-0.25,-0.75629,0.4694047,5.8347716
-0.5,-0.22833744,-0.22833744,0.16156247,0.45281607,0.45281607,0.0,-0.50629,0.60272753,6.9764194
-0.5,-0.22833744,-0.22833744,0.16156247,0.45281607,0.45281607,0.25,-0.25629002,0.7739175,8.22602
-0.5,-0.22833744,-0.22833744,0.16156247,0.45281607,0.45281607,0.5,-0.0062900186,0.9937297,9.587454
-0.5,-0.22833744,-0.22833744,0.16156247,0.45281607,0.45281607,0.75,0.24370998,1.2759743,11.069376
-0.5,-0.22833744,-0.22833744,0.16156247,0.45281607,0.45281607,1.0,0.49370998,1.6383834,12.685622
-0.5,-0.22833744,-0.22833744,0.17625001,0.4675036,0.4675036,-1.0,-1.50629,0.22173108,3.325683
-0.5,-0.22833744,-0.22833744,0.17625001,0.4675036,0.4675036,-0.75,-1.25629,0.28470835,4.0367794
-0.5,-0.22833744,-0.22833744,0.17625001,0.4675036,0.4675036,-0.5,-1.00629,0.36557275,4.856079
-0.5,-0.22833744,-0.22833744,0.17625001,0.4675036,0.4675036,-0.25,-0.75629,0.4694047,5.8671885
-0.5,-0.22833744,-0.22833744,0.17625001,0.4675036,0.4675036,0.0,-0.50629,0.60272753,7.0114794
-0.5,-0.22833744,-0.22833744,0.17625001,0.4675036,0.4675036,0.25,-0.25629002,0.7739175,8.263604
-0.5,-0.22833744,-0.22833744,0.17625001,0.4675036,0.4675036,0.5,-0.0062900186,0.9937297,9.62716
-0.5,-0.22833744,-0.22833744,0.17625001,0.4675036,0.4675036,0.75,0.24370998,1.2759743,11.111765
-0.5,-0.22833744,-0.22833744,0.17625001,0.4675036,0.4675036,1.0,0.49370998,1.6383834,12.732431
-0.5,-0.22833744,-0.22833744,0.19093749,0.4821911,0.4821911,-1.0,-1.50629,0.22173108,3.3440154
-0.5,-0.22833744,-0.22833744,0.19093749,0.4821911,0.4821911,-0.75,-1.25629,0.28470835,4.0549006
-0.5,-0.22833744,-0.22833744,0.19093749,0.4821911,0.4821911,-0.5,-1.00629,0.36557275,4.876785
-0.5,-0.22833744,-0.22833744,0.19093749,0.4821911,0.4821911,-0.25,-0.75629,0.4694047,5.8908105
-0.5,-0.22833744,-0.22833744,0.19093749,0.4821911,0.4821911,0.0,-0.50629,0.60272753,7.038177
-0.5,-0.22833744,-0.22833744,0.19093749,0.4821911,0.4821911,0.25,-0.25629002,0.7739175,8.292559
-0.5,-0.22833744,-0.22833744,0.19093749,0.4821911,0.4821911,0.5,-0.0062900186,0.9937297,9.659108
-0.5,-0.22833744,-0.22833744,0.19093749,0.4821911,0.4821911,0.75,0.24370998,1.2759743,11.1481
-0.5,-0.22833744,-0.22833744,0.19093749,0.4821911,0.4821911,1.0,0.49370998,1.6383834,12.773739
-0.5,-0.22833744,-0.22833744,0.20562503,0.49687862,0.49687862,-1.0,-1.50629,0.22173108,3.3298302
-0.5,-0.22833744,-0.22833744,0.20562503,0.49687862,0.49687862,-0.75,-1.25629,0.28470835,4.0352335
-0.5,-0.22833744,-0.22833744,0.20562503,0.49687862,0.49687862,-0.5,-1.00629,0.36557275,4.8509107
-0.5,-0.22833744,-0.22833744,0.20562503,0.49687862,0.49687862,-0.25,-0.75629,0.4694047,5.8573856
-0.5,-0.22833744,-0.22833744,0.20562503,0.49687862,0.49687862,0.0,-0.50629,0.60272753,6.9974647
-0.5,-0.22833744,-0.22833744,0.20562503,0.49687862,0.49687862,0.25,-0.25629002,0.7739175,8.243108
-0.5,-0.22833744,-0.22833744,0.20562503,0.49687862,0.49687862,0.5,-0.0062900186,0.9937297,9.599815
-0.5,-0.22833744,-0.22833744,0.20562503,0.49687862,0.49687862,0.75,0.24370998,1.2759743,11.079805
-0.5,-0.22833744,-0.22833744,0.20562503,0.49687862,0.49687862,1.0,0.49370998,1.6383834,12.695563
-0.5,-0.22833744,-0.22833744,0.2203125,0.5115661,0.5115661,-1.0,-1.50629,0.22173108,3.3428197
-0.5,-0.22833744,-0.22833744,0.2203125,0.5115661,0.5115661,-0.75,-1.25629,0.28470835,4.0573707
-0.5,-0.22833744,-0.22833744,0.2203125,0.5115661,0.5115661,-0.5,-1.00629,0.36557275,4.8823133
-0.5,-0.22833744,-0.22833744,0.2203125,0.5115661,0.5115661,-0.25,-0.75629,0.4694047,5.8978004
-0.5,-0.22833744,-0.22833744,0.2203125,0.5115661,0.5115661,0.0,-0.50629,0.60272753,7.0460925
-0.5,-0.22833744,-0.22833744,0.2203125,0.5115661,0.5115661,0.25,-0.25629002,0.7739175,8.302291
-0.5,-0.22833744,-0.22833744,0.2203125,0.5115661,0.5115661,0.5,-0.0062900186,0.9937297,9.672064
-0.5,-0.22833744,-0.22833744,0.2203125,0.5115661,0.5115661,0.75,0.24370998,1.2759743,11.165323
-0.5,-0.22833744,-0.22833744,0.2203125,0.5115661,0.5115661,1.0,0.49370998,1.6383834,12.794251
-0.5,-0.22833744,-0.22833744,0.23499998,0.5262536,0.5262536,-1.0,-1.50629,0.22173108,3.313693
-0.5,-0.22833744,-0.22833744,0.23499998,0.5262536,0.5262536,-0.75,-1.25629,0.28470835,4.023901
-0.5,-0.22833744,-0.22833744,0.23499998,0.5262536,0.5262536,-0.5,-1.00629,0.36557275,4.843036
-0.5,-0.22833744,-0.22833744,0.23499998,0.5262536,0.5262536,-0.25,-0.75629,0.4694047,5.8513947
-0.5,-0.22833744,-0.22833744,0.23499998,0.5262536,0.5262536,0.0,-0.50629,0.60272753,6.991696
-0.5,-0.22833744,-0.22833744,0.23499998,0.5262536,0.5262536,0.25,-0.25629002,0.7739175,8.238302
-0.5,-0.22833744,-0.22833744,0.23499998,0.5262536,0.5262536,0.5,-0.0062900186,0.9937297,9.598074
-0.5,-0.22833744,-0.22833744,0.23499998,0.5262536,0.5262536,0.75,0.24370998,1.2759743,11.080138
-0.5,-0.22833744,-0.22833744,0.23499998,0.5262536,0.5262536,1.0,0.49370998,1.6383834,12.697403
-0.5,-0.22833744,-0.22833744,0.24968752,0.5409411,0.5409411,-1.0,-1.50629,0.22173108,3.3099005
-0.5,-0.22833744,-0.22833744,0.24968752,0.5409411,0.5409411,-0.75,-1.25629,0.28470835,4.032057
-0.5,-0.22833744,-0.22833744,0.24968752,0.5409411,0.5409411,-0.5,-1.00629,0.36557275,4.865877
-0.5,-0.22833744,-0.22833744,0.24968752,0.5409411,0.5409411,-0.25,-0.75629,0.4694047,5.8889756
-0.5,-0.22833744,-0.22833744,0.24968752,0.5409411,0.5409411,0.0,-0.50629,0.60272753,7.043194
-0.5,-0.22833744,-0.22833744,0.24968752,0.5409411,0.5409411,0.25,-0.25629002,0.7739175,8.305608
-0.5,-0.22833744,-0.22833744,0.24968752,0.5409411,0.5409411,0.5,-0.0062900186,0.9937297,9.682305
-0.5,-0.22833744,-0.22833744,0.24968752,0.5409411,0.5409411,0.75,0.24370998,1.2759743,11.18118
-0.5,-0.22833744,-0.22833744,0.24968752,0.5409411,0.5409411,1.0,0.49370998,1.6383834,12.8153925
-0.5,-0.22833744,-0.22833744,0.264375,0.5556286,0.5556286,-1.0,-1.50629,0.22173108,3.2500677
-0.5,-0.22833744,-0.22833744,0.264375,0.5556286,0.5556286,-0.75,-1.25629,0.28470835,3.9702716
-0.5,-0.22833744,-0.22833744,0.264375,0.5556286,0.5556286,-0.5,-1.00629,0.36557275,4.798929
-0.5,-0.22833744,-0.22833744,0.264375,0.5556286,0.5556286,-0.25,-0.75629,0.4694047,5.813201
-0.5,-0.22833744,-0.22833744,0.264375,0.5556286,0.5556286,0.0,-0.50629,0.60272753,6.957854
-0.5,-0.22833744,-0.22833744,0.264375,0.5556286,0.5556286,0.25,-0.25629002,0.7739175,8.210629
-0.5,-0.22833744,-0.22833744,0.264375,0.5556286,0.5556286,0.5,-0.0062900186,0.9937297,9.575676
-0.5,-0.22833744,-0.22833744,0.264375,0.5556286,0.5556286,0.75,0.24370998,1.2759743,11.061555
